English_Word,Old_Filename,New_Filename,Chinese,Match?,Reason,Reviewed
collect,Screen Shot 2019-08-24 at 6.18.32 AM.png,collect_seashells_beach.jpg,收集,True,,False
comet,paste-0902c85db43676b885075edd9a5940f0945caff2.jpg,comet_blue_space.jpg,彗星,True,,False
comma,comma-regular-2-600x384.jpg,comma_black_punctuation.jpg,逗号,True,,False
communicate,paste-62e3ecddacdec0b917adea29af839cf5203ff167.jpg,communicate_office_conversation.jpg,交流,True,,False
communicate,paste-8813e9dc143cc3b026df6874d139dfc99ea1cbdc.jpg,communicate_doctor_patient.jpg,沟通,True,,False
compare,compare.png,compare_height_difference.jpg,比较,True,,False
competition,paste-8b5f4f5db4b987bc5ef61506ac5ff2581543bf0c.jpg,competition_tug_of_war_running.jpg,竞争,True,,False
complete,paste-cd6cd8c70633d3dad6b4431df857c93116c340d8.jpg,complete_puzzle_piece.jpg,完成,True,,False
concentrate,paste-270a1f1189ec4c78b78250cf53b9d417021aae53.jpg,concentrate_woman_writing.jpg,集中,True,,False
concentrate,paste-49f9b2f68788c2ced9f6c7fdbd505f9e80358516.jpg,concentrate_student_reading.jpg,集中,True,,False
conductor,conductor.gif,conductor_orchestra.jpg,指挥家,True,,False
cone,sugar_cone.jpg,cone_waffle_icecream.jpg,蛋筒,True,,False
confess,paste-aefd7678cf9835705d8d1a6018bf12d253764219.jpg,confess_priest_listening.jpg,忏悔,True,,False
confidence,paste-7288c4679cbb3a8e6f06e7753f6994f3dce6252a.jpg,confidence_woman_strong.jpg,自信,True,,False
confront,paste-30648cd0e6823430650e12025994b295de70f2e9.jpg,confront_argument_people.jpg,对抗,True,,False
confront,paste-bdf3ccfeafe6b34a480c2ecdbbabe108d6242280.jpg,confront_face_off.jpg,对抗,True,,False
confused,paste-bde1c8449bb57183a6e36f91fe3ee3a5435f1712.jpg,confused_man_question_marks.jpg,困惑,True,,False
conquer,paste-ee0dd8a1d93782cd1845100c3bb6216ee8af03f5.jpg,conquer_king_flag.jpg,征服,True,,False
contagious,paste-16cf94f3e527aae4ee2f30376f2e0382540111df.jpg,contagious_sneezing_avoidance.jpg,传染性的,True,,False
contain,paste-c5f79e730cb51c2b1975a704ac37cd240000174f.jpg,contain_items_in_bucket.jpg,包含,True,,False
container,container.png,container_fabric_glass.jpg,容器,True,,False
continent,paste-ded644f262beb02e78cad1af11eb63d5e7d5e218.jpg,continent_world_map.jpg,大陆,True,,False
continue,continue.png,continue_multiple_images_compilation.jpg,继续 ,True,"The image shows a compilation of different unrelated scenes. It doesn't directly represent the word 'continue'. There is a goal, a sun and some classroom and street scenes.",True
copy,copy.gif,copy_cheating_classroom.jpg,抄袭,True,,False
core,core.jpg,core_apple_remains.jpg,果核,True,,False
corridor,paste-b73b3a60aa44fe4c073d81bf15d39f9493c10632.jpg,corridor_school_tiled_floor.jpg,走廊,True,,False
cosmetics,paste-f019cfd9874562a5d02a1f902695b1113b474b23.jpg,cosmetics_makeup_flatlay.jpg,化妆品,True,,False
costume,costume.jpg,costume_group_various.jpg,服装,True,,False
cot,屏幕快照 2020-08-28 上午11.02.03.png,cot_folding.jpg,行军床,True,,False
cottage,paste-24613c1831aaee4db0f529c5ebc56f9f90f342ce.jpg,cottage_stone_garden.jpg,村舍,True,,False
cough,cough.gif,cough_woman.jpg,咳嗽,True,,False
council,paste-79c56e841872a13cd51476f0262e882fb30c65a4.jpg,council_meeting_people.jpg,委员会,True,,False
countless,countless.png,countless_birds_flowers.jpg,无数的,True,,False
countryside,country.png,country_split_view_rural_urban.jpg,乡村,True,"The image is split between a rural area and a cityscape. Therefore, it does not completely match the single word 'countryside.'",True
couple,couple.png,couple_two_scenes.jpg,情侣,True,,False
courage,paste-0c3ad8dd91463adf52e296ba5be56c632509c6eb.jpg,courage_woman_facing_lion.jpg,勇气,True,,False
court,paste-c8d9449b499ee85a135fcab08100f91c596b0d92.jpg,court_courtroom_interior.jpg,法庭,True,,False
courteous,stock-vector-good-children-help-people-set-courteous-kid-helping-to-cross-street-girl-opening-door-to-woman-1841574.jpg,courteous_children_helping.jpg,有礼貌,True,,False
cousin,cousin.png,cousin_happy_asian.jpg,表兄弟姐妹,True,,False
cover,cover_face.gif,cover_woman_covering_face.jpg,捂脸,True,"The image shows a woman covering her face, not a literal 'cover' in the sense of a book cover or lid.",True
coward,paste-becb01ef878f51f070d8610f0de3fd8705b43250.jpg,coward_running_soldier.jpg,懦夫,True,,False
crack,crack.jpg,crack_white_wall.jpg,裂缝,True,,False
craft,craft.jpg,craft_paper_items.jpg,手工艺品,True,,False
crash,crash.gif,crash_car_driving.gif,撞车,True,"The image shows a car driving, not crashing.",True
crater,crater.jpg,crater_aerial_view.jpg,陨石坑,True,,False
crazy,paste-ba202ceb2f371d2636ec68148d27b721a66e8c70.jpg,crazy_woman_with_kitchen_utensils.jpg,疯狂,True,,False
create,paste-2a35e18a42b0a048bd9142e5d8633f89831c07aa.jpg,create_lego_minecraft.jpg,创造,True,,False
create,paste-765c080a9ba5049798de1fe36ce6f1ada645d08d.jpg,create_sculptor_head.jpg,创造,True,,False
creep,creepy.gif,creepy_cat_scared.jpg,蹑手蹑脚,True,"The image shows a scared or startled cat, not something that creeps.",True
crew,paste-235d26d199e10c1cd449ff79b14d19f2c79a45a3.jpg,crew_jetstar_airline.jpg,机组人员,True,,False
crew,paste-f849f2562e534d70f8897dbb89511a9279373295.jpg,crew_cruise_ship.jpg,船员,True,,False
cricket,cricket.jpg,cricket_brown_insect.jpg,蟋蟀,True,,False
crime,屏幕快照 2020-07-12 下午9.38.49.png,crime_cartoon_robbers.jpg,犯罪,True,,False
crimson,E32636.png,crimson_solid_color.jpg,深红色,True,,False
croissant,Screen Shot 2022-09-12 at 8.13.57 AM.png,croissant_on_plate.jpg,羊角面包,True,,False
crowded,crowded.jpeg,crowded_subway_station.jpg,拥挤,True,,False
crown,crown.jpg,crown_gold_red_jewels.jpg,皇冠,True,,False
cruel,屏幕快照 2021-02-15 上午10.44.31.png,cruel_boy_chasing_dog.jpg,残酷,True,,False
crumb,crumb.jpg,crumb_bread_spoon.jpg,面包屑,True,,False
crumple,paste-d965a61b528369e8da756c288de9bd93f9a151a0.jpg,crumple_hand_paper.jpg,揉皱,True,,False
crunch,paste-44a6cbeb7a8387b9586dd65a2b6d1d0bc2362885.jpg,crunch_chocolate_chip_cookie.jpg,松脆,True,,False
crunch,paste-559bc67f361bb679e47d562a519df801b01bdd53.jpg,crunch_cartoon_chip.jpg,嘎吱,True,,False
crutch,crutch.png,crutch_person_injured_leg.jpg,拐杖,True,,False
crystal,crystal2.jpeg,crystal_clear_cluster.jpg,水晶,True,,False
cube,cube.jpg,cube_silver.jpg,立方体,True,,False
cucumber,cucumber.jpg,cucumber_green_vegetables.jpg,黄瓜,True,,False
curb,curb.JPG,curb_concrete_roadside.jpg,路缘,True,,False
cure,paste-2187dbb3db11ee86d4f71ffcde98a9621989222a.jpg,cure_medical_treatments.jpg,治疗,True,,False
curious,paste-33fbe009414cb2752d0bdddeccbf90e59b6a2d76.jpg,curious_magnifying_glass_flower.jpg,好奇,True,,False
curious,paste-86973adcebf706214e5c16161b190248e7e2f7eb.jpg,curious_george_monkey.jpg,好奇,True,,False
current,running-water-gif-with-sound---running-on-water-gifs---get-the-best-gif-on-giphy,current_waterfall.jpg,水流,True,,False
cursor,屏幕快照 2020-10-01 上午6.34.24.png,cursor_hand_text.jpg,光标,True,,False
cushion,cushion.jpg,cushion_geometric_pattern.jpg,靠垫,True,,False
customer,customer.jpg,customer_shopping_cart.jpg,顾客,True,,False
cute,Screen Shot 2018-10-11 at 6.22.12 AM.png,cute_baby_cat_rabbit.jpg,可爱,True,,False
cutter,4026947079707_600x600.jpg,cutter_red_utility.jpg,裁纸刀,True,,False
cylinder,cylinder.jpeg,cylinder_purple_gradient.jpg,圆柱体,True,,False
dagger,paste-8a1f685c69c8c7334b89d46dc5728ca78cee142d.jpg,dagger_elvish_with_sheath.jpg,匕首,True,,False
daisy,Shasta-daisies.jpg,daisy_white_flowers.jpg,雏菊,True,,False
dam,dam.jpg,dam_hydroelectric.jpg,水坝,True,,False
damage,paste-e1d6600e093353d3d652137098cee7ec624b7f34.jpg,damage_car_accident.jpg,损坏,True,,False
damage,paste-ee090c59a03d2d8286812325c326797d97b90565.jpg,damage_house_collapsed.jpg,损坏,True,,False
damp,damp.jpg,damp_moldy_wall.jpg,潮湿,True,,False
dangerous,dangerous.png,dangerous_cliff_knife_gas.jpg,危险,True,,False
daring,paste-592ba0b710c8070421514bddded684520f99451b.jpg,daring_cliff_jump.jpg,大胆,True,,False
date,date.jpg,date_fruit_pile.jpg,枣,True,,False
daughter,daughter.png,daughter_matching_dresses.jpg,女儿,True,,False
daze,paste-6b74784b203877cad2c140209216ab9d1bbc14ee.jpg,daze_spinning_stars.jpg,茫然,True,,False
dazzling,paste-7b94d7839f46b92cdcd2b10ce362f230a173166d.jpg,dazzling_light_rays.jpg,耀眼,True,,False
dead,dead.png,dead_fish_beach.jpg,死亡,True,,False
deaf,paste-008b0a0284a02ca16a7eb5a1f2a1e8d38f625910.jpg,deaf_woman_question_marks.jpg,聋,True,,False
debate,paste-0b7a6c7a0fe7e6bef2df2c2dff8d59b42257b5b7.jpg,debate_two_speakers.jpg,辩论,True,,False
decay,paste-448c4ecca06ca25710006a07096cc177f4f65c10.jpg,decay_rotten_apple.jpg,腐烂,True,,False
decay,paste-64801823043ec2e55d940c82e79c5b0301c29cb4.jpg,decay_rotting_log.jpg,腐烂,True,,False
December,屏幕快照 2020-08-16 下午4.10.22.png,december_christmas_themes.jpg,十二月,True,,False
decide,decide.png,decide_or_choices.jpg,决定,True,"The image shows a choice between different options, so it matches the word ""decide"".",False
deck,Deck.jpg,deck_boat_wood.jpg,甲板,True,,False
decoration,屏幕快照 2020-08-22 上午7.19.24.png,decoration_christmas_chinese_new_year.jpg,装饰,True,,False
defeat,paste-52c178c3f7611ac492ba5fdb43196175154c8f12.jpg,defeat_sumo_stick_figure.jpg,击败,True,,False
defend,paste-46efcfb0b449e50cfb92a0a4197b6b4565de2d36.jpg,defend_shield_arrows.jpg,防御,True,,False
definition,paste-a4ab4b6291f96af188ac63f565317b8f74ef58ee.jpg,DELETE,对顶角,False,"The image illustrates 'vertical angles' (对顶角) in geometry, not the general concept of a 'definition'.",True
definition,paste-b8d31b765cebdf0ca2a2ebd022eb61e4e135a506.jpg,DELETE,邻补角定义,False,The image is showing supplementary adjacent angles. Definition is too broad. The image show the definition of adjacent and supplementary angles.,True
delete,delete.gif,delete_text_editor_selected_text.jpg,删除,True,"The image shows selected text in a text editor, not the act of deleting.",True
delicate,paste-4c158141e4deddaf97fa46324b9b820281c92538.jpg,delicate_glass_sculpture.jpg,精致,True,,False
delicate,paste-cb345c27d05c5f0e370f9fdfd1b1e91a71f5d160.jpg,delicate_pink_roses_mug.jpg,精致,True,,False
delighted,image-woman-who-delighted-puts-up-her-arms-woman-who-delighted-119197496.jpg,delighted_woman_arms_up.jpg,高兴,True,,False
demolish,demolish.gif,demolish_damaged_house.jpg,拆除,True,,False
demon,demon.png,demon_fighting.jpg,恶魔,True,,False
dentist,e0ebb7f01c0eb9be9232cc8ab2735bfa_XL.jpg,dentist_patient_examination.jpg,牙医,True,,False
deny,paste-24b4284d75f89f89b56891f47505130e076d76e5.jpg,deny_broken_window.jpg,否认,True,,False
descend,paste-57b22ff0a8e6f1e3599e2dbde488137645cbec37.jpg,descend_aircraft_altitude.jpg,下降,True,,False
desert,desert.jpeg,desert_sand_dunes.jpg,沙漠,True,,False
dessert,dessert.jpg,dessert_chocolate_variety.jpg,甜点,True,,False
destination,屏幕快照 2020-10-24 上午7.42.46.png,destination_beijing_south_railway_station.jpg,北京南站,True,,False
destroyed,paste-2272444044677764ba2babe6818cb9d7eb2cc3a0.jpg,destroyed_building_rubble.jpg,摧毁,True,,False
detective,32656238-detective-plain-background.webp,detective_magnifying_glass.jpg,侦探,True,,False
detergent,81BiwXqtrQL._AC_SL1500_.jpg,detergent_tide_bottle.jpg,洗涤剂,True,,False
devour,paste-3b1849beb4bffb67f9a5ba75b71b62fe7d91d23b.jpg,devour_boy_chicken.jpg,狼吞虎咽,True,,False
dew,morning_dew.jpeg,dew_on_leaves.jpg,露珠,True,,False
dice,dice.jpeg,dice_black_white_dots.jpg,骰子,True,,False
dictionary,dictionary.jpg,dictionary_xinhua_red.jpg,新华字典,True,,False
difference,difference.png,difference_subtraction_problem.jpg,差,True,,False
digest,digest.gif,digest_stomach_vegetables.jpg,消化,True,,False
digger,屏幕快照 2020-04-25 上午10.34.28.png,digger_yellow_excavator.jpg,挖掘机,True,,False
digit,paste-d0eba7dbcea80a5701f19438679cf22157ae650d.jpg,digit_green_led.jpg,数字,True,,False
din,paste-e658cb5ae2382a6fc749c85523dc357691338307.jpg,din_loud_dance_speaker.jpg,喧闹,True,,False
dip,dip.gif,dip_breadstick_sauce.jpg,蘸,True,,False
direction,paste-4d99199dc08846eacc44d5c3b30666e3ba594559.jpg,direction_compass_arrows.jpg,方向,True,,False
disappear,disappear.gif,disappear_american_idol_comedian.gif,消失,True,"The image depicts a man in costume, possibly disappearing in a comedic manner. However, the image doesn't directly visualize the action of 'disappearing'. It's more about a character.",True
disaster,disaster.jpeg,disaster_multiple_types.jpg,灾难,True,,False
discover,paste-c5dd9211baa063746710c718d93e24857a11899f.jpg,discover_kids_magnifying_glass_telescope.jpg,发现,True,,False
discuss,Screen Shot 2022-09-10 at 9.16.24 AM.png,discuss_two_children.jpg,讨论,True,,False
disease,paste-de7817272262ff7e13cae5f0ee22c23457858dfb.jpg,disease_coughing_person.jpg,疾病,True,,False
disease,paste-f2ca281c112a1967a0445c5a0180f579fc344518.jpg,disease_various_medical_issues.jpg,疾病,True,,False
disguise,paste-c45a36483248ab402b4314eb7efa788e6402884a.jpg,disguise_hair_transformation.jpg,伪装,True,,False
disgusting,paste-e82d728e5e06b70fa4bd0aab74357eb790606b37.jpg,disgusting_boy_food_fork.jpg,厌恶,True,,False
dish,dishes2.jpg,dish_dinner_recipes.jpg,菜肴,True,,False
distance,paste-6f8acc7d6e1922239e065f3e85d12e75bc290cae.jpg,distance_house_tree_diagram.jpg,距离,True,,False
distant,paste-92b8ca96aef198edfb63dacab63256999be27d10.jpg,distant_ship_in_background.jpg,遥远的,True,,False
disturb,disturb.png,disturb_cat_on_laptop.jpg,打扰,True,,False
ditch,ditch.jpg,ditch_irrigation_canal.jpg,沟渠,True,,False
dividend,屏幕快照 2020-05-15 上午6.15.26.png,dividend_division_equations.jpg,被除数,True,,False
diving,diving.jpg,diving_scuba_diver.jpg,潜水,True,,False
dizzy,dizzy.jpg,dizzy_stars_cartoon.jpg,头晕,True,,False
dock,Screen Shot 2022-08-21 at 9.13.28 AM.png,dock_aerial_view.jpg,码头,True,,False
document,paste-491987516b8307c7b056a003ae0e4d09fa5341b5.jpg,document_stack_paperclips.jpg,文件,True,,False
dodge,paste-2210b858e41e7a008248bdb9540a563194756c30.jpg,dodge_bullets_man.jpg,躲避,True,,False
dodge,paste-32913258be3763099e77a7697dc50b50e8b77aee.jpg,dodge_bullets.jpg,闪避,True,,False
donkey,donkey2.jpg,donkey_grey.jpg,驴,True,,False
doom,paste-d6019d3613351944c0d8acf4a30f940dd41bced9.jpg,doom_destroyed_city.jpg,末日,True,,False
dot,dot.jpeg,dot_pattern_black.jpg,点,True,,False
double,double.png,double_shapes.jpg,双倍,True,,False
dough,dough.jpg,dough_ball_rolling_pin.jpg,面团,True,,False
downhill,downhill.jpg,downhill_mountain_bike.jpg,下坡,True,,False
drag,drag.png,drag_boy_trashbag.jpg,拖,True,,False
drain,paste-a97b157368b72b73926acdf52eba343ea7645bd1.jpg,drain_sink_water.jpg,排水口,True,,False
drain,paste-ffcc2b083bcfd6ed788db3d25c71e70127c59f65.jpg,drain_stainless_steel.jpg,排水口,True,,False
drape,drape.jpg,drape_golden_curtain.jpg,窗帘,True,,False
dream,dream.png,dream_sleeping_child.jpg,梦,True,,False
dreary,paste-33c2456febff105e0112686772e5bf91d83008d3.jpg,dreary_man_sea.jpg,阴沉,True,,False
dresser,Screen Shot 2022-08-14 at 10.05.57 AM.png,dresser_brown_cartoon.jpg,梳妆台,True,,False
dressing,GUEST_d64bfefa-b801-473b-8f21-ee71df06fc53.jpeg,dressing_thousand_island.jpg,调味酱,True,,False
drill,drill.gif,drill_drilling_wall.jpg,电钻,True,,False
drizzle,drizzle.gif,drizzle_on_railing.jpg,毛毛雨,True,,False
drone,屏幕快照 2020-05-03 上午6.57.41.png,drone_white_sky.jpg,无人机,True,,False
drool,paste-7cc687caf64015922ef978f1e4719312a92b5192.jpg,drool_baby_saliva.jpg,流口水,True,,False
drought,drought.jpg,drought_cracked_earth.jpg,干旱,True,,False
drowning,drowning.gif,drowning_man_lake.jpg,溺水,True,,False
drowsy,paste-03d0551b1ed394e6ce8ce0729c9288dd321e372d.jpg,drowsy_man_driving.jpg,困倦的,True,,False
drowsy,paste-ad033668b854d33a429d8ffb7c249fb9973e8203.jpg,drowsy_yawning_woman.jpg,困倦,True,,False
drum,drum.jpeg,drum_red_set.jpg,鼓,True,,False
drunk,drunk_jack.gif,drunk_jack_sparrow.jpg,醉,True,,False
duel,paste-595fa2b63370ce2fb8fa34cfddbabc2e380237ba.jpg,duel_firing_guns.jpg,决斗,True,,False
duel,paste-df57c6bddf91215bd4b185a350f0c73999522d3b.jpg,duel_sword_fight.jpg,决斗,True,,False
dumbbell,61prkS4U-JL._AC_SX425_.jpg,dumbbell_12lb_black.jpg,哑铃,True,,False
dump,paste-02ebe9988a749075a0295df4337af23142b5b006.jpg,dump_truck_materials.jpg,倾倒,True,,False
dune,paste-a4976bf3d0763bb124568558daf37d557740baa8.jpg,dune_sand_ripples.jpg,沙丘,True,,False
dung,paste-98d1d1d2780e3e77fd72e2e6f6c10e6cb1822559.jpg,dung_emoji.jpg,粪便,True,,False
dust,dust.jpg,dust_wood_cleaning.jpg,灰尘,True,,False
dwarf,dwarf.jpg,dwarf_grumpy_cartoon.jpg,矮人,True,,False
eager,paste-7003d7296fef4763fceb43d86538fe47ee30d03e.jpg,eager_children_raising_hands.jpg,渴望,True,,False
early,屏幕快照 2020-05-27 上午6.42.24.png,early_student_classroom.jpg,早,True,"The image shows a student in a classroom, which does not match the word 'early'.",True
earth,earth.jpg,earth_satellite_view.jpg,地球,True,,False
earthquake,earth_quake.gif,earthquake_destroyed_city.jpg,地震,True,,False
east,屏幕快照 2020-05-26 下午8.41.52.png,east_china_map_arrow.jpg,东,True,,False
easy,easy.png,easy_puzzle_blocks_lego.jpg,容易,True,,False
eclipse,Screen Shot 2022-07-30 at 2.00.48 PM.png,eclipse_solar_totality.jpg,日食,True,,False
edible,paste-ed1fda4f0feb35a8b65b31c0806567fbb593b84e.jpg,edible_plates_of_food.jpg,可食用的,True,,False
eel,paste-598deb8b897916846ba8135a5a3b1bcdebe46db5.jpg,eel_sketch.jpg,鳗鱼,True,,False
eerie,paste-f941ba0122549507835244976b0c9e4aa5ccaede.jpg,eerie_foggy_forest.jpg,怪异的,True,,False
elbow,elbow.jpg,elbow_brace.jpg,肘部,True,,False
electricity,Screen Shot 2019-08-10 at 7.49.11 PM.png,DELETE,电,False,"The image contains multiple electric appliances such as lamp, iron, television and fan, so it does not directly correspond to just 'electricity'. The image represents the use of electricity in various devices.",True
elegant,Gabby-Douglas-expertise-elegance-floor-exercise-gymnastics-July-2012.jpg,elegant_gymnast_pose.jpg,优雅,True,,False
elegant,ballet-dancer-vector-picture-dancing-girl-silhouette-passion-dance-elegant-dance-elegant-dancing-girl-ballet-177590.jpg,elegant_ballerina_silhouette.jpg,优雅,True,,False
elf,elf.jpg,elf_shelf_dolls.jpg,小精灵,True,,False
elk,7094888_4x3.jpg,elk_antlers_field.jpg,麋鹿,True,,False
embrace,paste-e0ce47193dfab00450cd6da88fccc096944a11d2.jpg,embrace_two_people.jpg,拥抱,True,,False
embroidery,Screen Shot 2022-07-30 at 2.02.39 PM.png,embroidery_donkey_pattern.jpg,刺绣,True,,False
emerge,paste-d64291892ada8b98203a3636cf09039fcb129e4d.jpg,emerge_cartoon_gopher.jpg,出现,True,,False
emperor,paste-0564c27f9b5e124ce6c988e6f22165dac3526675.jpg,emperor_chinese_portrait.jpg,皇帝,True,,False
empty,empty.png,empty_glass_straw.jpg,空的,True,,False
enchanted,paste-ad8246acde4d09a61e27c789edfce7299e252968.jpg,enchanted_forest_scene.jpg,着迷,True,,False
enchanted,paste-e56b20defdc9d07cde0b3ae2fe44be2028620973.jpg,enchanted_sleeping_beauty.jpg,着迷,True,,False
encyclopedia,paste-74583881c28b284b0f82b2c21b3058e3d552328e.jpg,encyclopedia_book_set.jpg,百科全书,True,,False
encyclopedia,paste-d6167d26ccf81e7676661a64c233a5d1decd988d.jpg,encyclopedia_old_books.jpg,百科全书,True,,False
enemy,00bc0152dc374f23a098027b8bd77962.jpeg,enemy_japanese_officer.jpg,敌人,True,,False
engineer,engineer2.jpg,engineer_hard_hat_plans.jpg,工程师,True,,False
bring,bring.png,bring_ball_to_table.jpg,拿来,True,,False
circus,circus.jpg,circus_arena_animals.jpg,马戏团,True,,False
concert,concert.jpg,concert_band_stage.jpg,音乐会,True,,False
engraving,paste-39678e32028aa1558b7db4717fae712cb5866099.jpg,engraving_eagle_copper.jpg,雕刻,True,,False
engraving,paste-82ea47d7b6dceb004d2813ac942b573bbfab96c4.jpg,engraving_wood_carving.jpg,雕刻,True,,False
enormous,paste-1d33037cc35b2ffd07194457addda29afd31fd05.jpg,enormous_dinosaur_turnip.jpg,巨大的,True,,False
entertainment,paste-6935428a312938320939f6c97fb3246009e15714.jpg,entertainment_assorted_icons.jpg,娱乐,True,,False
envelope,envelope2.jpg,envelope_white_square.jpg,信封,True,,False
epicenter,paste-8546d8c6101f86a51b905fbe1ea664d4c76d0fe9.jpg,epicenter_diagram.jpg,震中,True,,False
erase,erase.gif,erase_tax_form.jpg,擦除,True,,False
error,paste-257d95a001901acb5f1dc6a5f334b91fa2f10fd6.jpg,error_warning_computer.jpg,错误,True,,False
eruption,feature_Eruption.jpg,eruption_volcano.jpg,火山爆发,True,,False
escalator,product_velino_800x800.jpg,escalator_indoor_modern.jpg,自动扶梯,True,,False
escape,escape.jpg,escape_cat_climbing_tree.jpg,逃脱,True,,False
etiquette,paste-3f3755a48d796112f2fda8aed528c2698ef97ec2.jpg,etiquette_cultural_greetings.jpg,礼仪,True,,False
evil,evil.png,evil_queen_and_witch.jpg,邪恶,True,,False
examine,paste-08c1372b92483dceb4695f530b171c14ad7d0dd4.jpg,examine_magnifying_glass.jpg,检查,True,,False
examine,paste-e720006e8db52e51ce9d4d28a7c17bdb73ff03c3.jpg,examine_doctor_ear.jpg,检查,True,,False
exasperated,paste-f4b37d38fe85ccc4bf3881f1d5443304dd487dad.jpg,exasperated_woman_crumpled_paper.jpg,恼火,True,,False
excavate,paste-003a04c1ca552359b24b287915db8b94fb543cc6.jpg,excavate_archaeological_site.jpg,挖掘,True,,False
exclamation mark,exclamation_mark.png,exclamation_mark_black.jpg,感叹号,True,,False
exercise,exercise.jpg,exercise_silhouette_various.jpg,锻炼,True,,False
exhausted,paste-2b1648f0c76c8a0d091b0a8c91c0734f3cf32363.jpg,exhausted_woman_sleeping.jpg,疲惫,True,,False
exhibition,paste-ac7c99c9bcc4b6980910763713c7ac12015fcf73.jpg,exhibition_art_trade_show.jpg,展览,True,,False
exit,exit.png,exit_escalator.jpg,出口,True,,False
expand,expansion.gif,expand_red_balloon.jpg,膨胀,True,,False
expect,paste-674cc0b82312898666f4f7b009ad9787cbe996dd.jpg,expect_happy_girl.jpg,期待,True,,False
expensive,expensive.png,expensive_shoe_price_comparison.jpg,昂贵,True,,False
experiment,屏幕快照 2020-10-18 上午9.49.22.png,experiment_science_project.jpg,实验,True,,False
expert,paste-9b87c5665f694ce7c7d86966341d5e041870e5cf.jpg,expert_man_laptop.jpg,专家,True,,False
expert,paste-a7e5a7a9d4a8d796ebdefc3d95885af55e6fd95e.jpg,expert_business_team.jpg,专家,True,,False
explain,屏幕快照 2021-01-03 上午9.39.42.png,explain_man_gesturing.jpg,解释,True,,False
explore,explore.jpg,explore_hiking_group.jpg,探索,True,,False
expression,paste-c905fc724d1147dbdce403458b9965a6ee9d798a.jpg,expression_various_emotions.jpg,表情,True,,False
extinguisher,Extinguishers-81234.gif,extinguisher_red_fire.jpg,灭火器,True,,False
eyebrow,eyebrow.jpg,eyebrow_black_hair.jpg,眉毛,True,,False
eyelash,屏幕快照 2020-05-02 上午6.29.43.png,eyelash_black_illustration.jpg,眼睫毛,True,,False
fact,paste-d33e465490f0cdc0d43031aa04c2b03430f767f4.jpg,fact_interesting_facts.jpg,事实,True,"The image shows several interesting facts about animals and places, which aligns with the definition of 'fact'.",False
factory,factory.jpg,factory_volkswagen_smokestacks.jpg,工厂,True,,False
fail,failed.gif,fail_hurdle_athlete.jpg,失败,True,,False
faint,faint.gif,faint_woman_shocked.jpg,昏厥,True,,False
fairy,fairy.jpg,fairy_chinese_illustration.jpg,仙女,True,,False
fake,fake.png,fake_baby_doll.jpg,假的,True,,False
falcon,paste-1ec48d05703244e98c76e5aa3f3512f934838507.jpg,falcon_flying_prey.jpg,猎鹰,True,,False
familiar,paste-c3845ba9fce994866fcd42ec29484dcb7f4d6f2d.jpg,familiar_greeting_airport.jpg,熟悉的,True,,False
fart,paste-f8c072c358b9e1585e566bfe3a83a096a8314a12.jpg,fart_cartoon_odor.jpg,放屁,True,,False
fashion,paste-8e3b6bc2d91eb81415e945d7fd29014ab8d1a7dc.jpg,fashion_runway_models.jpg,时尚,True,,False
fast food,fast_food.webp,fast_food_logos.jpg,快餐,True,,False
fasten,fasten.png,fasten_seatbelt.jpg,系好安全带,True,,False
father,father.png,father_son_matching_shirts.jpg,父亲,True,,False
favorite,favorite.png,DELETE,最喜欢的,False,"The image shows several items (roasted turkey, swimmer, Peppa Pig). It doesn't directly represent the abstract concept of ""favorite"".",True
feast,paste-8e1dde0a60309dd51fcb6e4c5804ab7ce0292ab4.jpg,feast_people_gathering.jpg,盛宴,True,,False
February,屏幕快照 2020-08-17 下午10.32.04.png,february_chinese_new_year.jpg,二月,True,,False
feeble,paste-1d0c994a822427daa537d3a7dc02d4dcc135eaf6.jpg,feeble_sick_people.jpg,虚弱,True,,False
female,屏幕快照 2021-01-01 下午7.24.00.png,female_lioness_hen.jpg,女性,True,,False
ferocious,paste-c2942053cb4412f3aabd42808068ea5127c1edec.jpg,ferocious_lion_tiger_bear.jpg,凶猛,True,,False
ferry,Screen Shot 2019-05-07 at 5.34.43 AM.png,ferry_cartoon_island.jpg,渡轮,True,,False
fever,fever.jpg,fever_thermometer_38c.jpg,发烧,True,,False
field,field.jpeg,field_agricultural_crops.jpg,田地,True,,False
fierce,fierce.png,fierce_animals_angry.jpg,凶猛,True,,False
fiery,paste-0e7cd5a6ada867d02da88ebf418589dda32abae8.jpg,fiery_flames.jpg,火热的,True,,False
file,file.jpg,file_colorful_folders.jpg,文件夾,True,,False
fill,fill.gif,fill_bathtub_water.jpg,填充,True,,False
filter,sink_filter.jpg,filter_sink_strainer.jpg,滤网,True,,False
filthy,paste-4a42f64af3cf5857398fa63823133a9e9a2e6a5b.jpg,filthy_polluted_beach.jpg,肮脏的,True,,False
fine,fine_sign.jpg,fine_sign_amounts.jpg,罚款,True,,False
fist,fist.png,fist_sketch_raised.jpg,拳头,True,,False
fix,fix.jpg,fix_computer_repair.jpg,修理,True,,False
flap,flap.gif,flap_cartoon_bird.jpg,拍打,True,,False
flask,flask.jpeg,flask_thermos_blue.jpg,热水瓶,True,,False
